"id","numero_individu","permis","date_debut","date_fin"
4638,"20251024005943","G","2020-11-03",NULL
4639,"20251024005944","C","1993-06-17",NULL
4640,"20251024005946","B","2015-09-21",NULL
4641,"20251024005947","C","1976-10-04",NULL
4642,"20251024005948","B","2023-04-02",NULL
4643,"20251024005949","B","2010-06-28",NULL
4644,"20251024005950","L","2020-09-11",NULL
4645,"20251024005952","B","1982-08-14",NULL
4646,"20251024005954","C","2022-10-01",NULL
4647,"20251024005955","L","2016-05-26",NULL
4648,"20251024005957","S","1970-07-04",NULL
4649,"20251024005958","B","2016-10-30","2021-02-06"
4650,"20251024005958","C","2021-02-07",NULL
4651,"20251024005959","S","2018-03-04",NULL
4652,"20251024005960","F","2016-07-16",NULL
4653,"20251024005963","L","1981-05-25",NULL
4654,"20251024005964","C","2005-02-01",NULL
4655,"20251024005965","B","1988-04-15",NULL
4656,"20251024005967","B","2015-05-03",NULL
4657,"20251024005968","B","2013-11-26",NULL
4658,"20251024005972","C","1985-09-02",NULL
4659,"20251024005973","B","1966-10-08",NULL
4660,"20251024005975","C","1999-01-06",NULL
4661,"20251024005976","B","1997-01-11",NULL
4662,"20251024005978","G","1988-05-24",NULL
4663,"20251024005979","B","2017-04-05",NULL
4664,"20251024005980","N","2019-01-11",NULL
4665,"20251024005982","B","1987-07-14",NULL
4666,"20251024005984","F","2015-09-18",NULL
4667,"20251024005985","B","2014-08-01",NULL
4668,"20251024005986","B","1951-11-11",NULL
4669,"20251024005989","B","2017-03-06",NULL
4670,"20251024005990","B","1983-07-16","1987-06-25"
4671,"20251024005990","C","1987-06-26",NULL
4672,"20251024005991","B","1982-08-12",NULL
4673,"20251024005992","C","1990-06-10",NULL
4674,"20251024005993","B","1994-06-06","1999-03-12"
4675,"20251024005993","C","1999-03-13",NULL
4676,"20251024005995","B","1994-01-15",NULL
4677,"20251024005996","L","2022-10-05",NULL
4678,"20251024005998","L","1993-12-11",NULL
4679,"20251024005999","B","2019-04-10",NULL
4680,"20251024006000","L","1980-05-13",NULL
4681,"20251024006001","B","1979-09-24",NULL
4682,"20251024006003","B","1949-10-31",NULL
4683,"20251024006004","C","1993-04-26",NULL
4684,"20251024006005","L","1977-04-10",NULL
4685,"20251024006006","C","2021-01-03",NULL
4686,"20251024006007","C","2008-11-19",NULL
4687,"20251024006008","C","2009-01-15",NULL
4688,"20251024006009","B","2019-05-12",NULL
4689,"20251024006011","C","2020-01-27",NULL
4690,"20251024006012","B","2003-02-16",NULL
4691,"20251024006013","C","1999-07-23",NULL
4692,"20251024006014","G","2018-04-04","2019-03-30"
4693,"20251024006014","B","2019-03-31",NULL
4694,"20251024006015","B","2011-10-30",NULL
4695,"20251024006016","C","1985-07-02",NULL
4696,"20251024006017","G","2022-01-21",NULL
4697,"20251024006018","L","1975-04-08",NULL
4698,"20251024006019","N","1939-01-15","1939-08-13"
4699,"20251024006019","B","1939-08-14",NULL
4700,"20251024006021","C","1958-05-29",NULL
4701,"20251024006023","B","2018-11-13",NULL
4702,"20251024006025","C","2015-09-07",NULL
4703,"20251024006026","B","2024-05-23",NULL
4704,"20251024006027","B","1991-05-28",NULL
4705,"20251024006029","G","1990-08-10",NULL
4706,"20251024006030","B","1967-07-22",NULL
4707,"20251024006031","B","2016-12-02","2018-01-19"
4708,"20251024006032","B","2018-03-17","2022-06-24"
4709,"20251024006032","C","2022-06-25",NULL
4710,"20251024006034","B","1979-01-17",NULL
4711,"20251024006035","C","1984-04-01",NULL
4712,"20251024006036","G","2012-04-25",NULL
4713,"20251024006037","B","1965-04-06",NULL
4714,"20251024006039","B","1959-09-29",NULL
4715,"20251024006040","C","2009-09-04",NULL
4716,"20251024006042","B","1992-07-22",NULL
4717,"20251024006043","G","1985-10-26",NULL
4718,"20251024006045","L","1991-07-05",NULL
4719,"20251024006046","B","1994-04-17",NULL
4720,"20251024006047","C","2006-03-07",NULL
4721,"20251024006048","S","1961-11-08",NULL
4722,"20251024006049","C","2019-06-30",NULL
4723,"20251024006050","B","2018-11-19",NULL
4724,"20251024006051","L","2019-01-21",NULL
4725,"20251024006052","B","2023-03-19",NULL
4726,"20251024006053","B","2011-08-27",NULL
4727,"20251024006054","B","2019-12-04",NULL
4728,"20251024006055","C","2021-05-25",NULL
4729,"20251024006057","B","1947-05-15",NULL
4730,"20251024006058","G","2024-05-11",NULL
4731,"20251024006059","C","1943-06-11",NULL
4732,"20251024006060","B","2024-06-11",NULL
4733,"20251024006061","C","2001-10-06",NULL
4734,"20251024006062","B","1987-08-21","1991-11-28"
4735,"20251024006062","C","1991-11-29",NULL
4736,"20251024006064","B","2022-12-17",NULL
4737,"20251024006066","G","2021-06-07",NULL
4738,"20251024006067","B","2024-06-18",NULL
4739,"20251024006069","B","2021-11-29",NULL
4740,"20251024006072","L","2024-12-31",NULL
4741,"20251024006074","B","1967-07-26",NULL
4742,"20251024006075","B","1963-06-14",NULL
4743,"20251024006076","C","2006-09-18",NULL
4744,"20251024006077","C","1938-07-21",NULL
4745,"20251024006080","N","2016-05-10",NULL
4746,"20251024006081","C","1953-04-16",NULL
4747,"20251024006082","C","2019-03-12",NULL
4748,"20251024006083","B","2006-08-29",NULL
4749,"20251024006085","G","2004-12-10",NULL
4750,"20251024006088","C","1980-12-03",NULL
4751,"20251024006089","N","1995-02-24",NULL
4752,"20251024006090","G","2015-02-23",NULL
4753,"20251024006091","C","2008-01-08",NULL
4754,"20251024006092","B","2023-05-24",NULL
4755,"20251024006094","B","2002-11-23",NULL
4756,"20251024006096","F","2018-05-31",NULL
4757,"20251024006098","C","1942-03-20",NULL
4758,"20251024006099","F","1989-11-03",NULL
4759,"20251024006100","G","2000-12-30",NULL
4760,"20251024006101","C","1978-01-27",NULL
4761,"20251024006102","C","1999-12-27",NULL
4762,"20251024006103","B","1984-07-12",NULL
4763,"20251024006104","B","1971-02-20",NULL
4764,"20251024006105","C","2018-08-18",NULL
4765,"20251024006106","L","2004-02-15",NULL
4766,"20251024006107","L","2015-09-29",NULL
4767,"20251024006109","B","1989-05-22",NULL
4768,"20251024006110","B","2022-07-07",NULL
4769,"20251024006111","B","2024-04-17",NULL
4770,"20251024006112","F","2014-11-23",NULL
4771,"20251024006113","B","2021-02-26",NULL
4772,"20251024006114","B","2024-11-11",NULL
4773,"20251024006115","B","2008-08-27",NULL
4774,"20251024006116","B","1995-04-23",NULL
4775,"20251024006117","B","2024-11-24",NULL
4776,"20251024006118","G","1983-10-11",NULL
4777,"20251024006119","B","2015-12-27",NULL
4778,"20251024006120","S","2024-07-08",NULL
4779,"20251024006121","L","1955-12-11",NULL
4780,"20251024006122","C","2008-01-05",NULL
4781,"20251024006123","G","2015-12-11",NULL
4782,"20251024006125","C","2006-12-14",NULL
4783,"20251024006126","L","2024-04-16","2025-03-12"
4784,"20251024006126","B","2025-03-13",NULL
4785,"20251024006127","G","2020-01-05",NULL
4786,"20251024006128","C","2022-12-31",NULL
4787,"20251024006129","G","2016-10-01",NULL
4788,"20251024006130","G","1989-04-29","1990-04-24"
4789,"20251024006130","B","1990-04-25",NULL
4790,"20251024006131","C","2012-05-18",NULL
4791,"20251024006132","C","2006-07-21",NULL
4792,"20251024006133","B","1973-07-18","1978-06-22"
4793,"20251024006135","C","2000-12-30",NULL
4794,"20251024006138","C","2006-06-13",NULL
4795,"20251024006139","B","2018-06-08",NULL
4796,"20251024006141","C","2023-05-23",NULL
4797,"20251024006143","G","2004-09-12",NULL
4798,"20251024006144","C","1992-05-28",NULL
4799,"20251024006145","B","1981-09-10","1986-04-17"
4800,"20251024006148","B","2008-05-30",NULL
4801,"20251024006149","G","1979-12-09",NULL
4802,"20251024006150","L","1982-09-05",NULL
4803,"20251024006151","C","1996-12-31",NULL
4804,"20251024006152","C","2024-06-30",NULL
4805,"20251024006153","B","1990-05-14",NULL
4806,"20251024006154","B","2013-04-11",NULL
4807,"20251024006155","B","2024-05-21",NULL
4808,"20251024006156","N","2006-02-22",NULL
4809,"20251024006157","G","1974-07-03",NULL
4810,"20251024006159","B","1951-08-28",NULL
4811,"20251024006160","B","1985-12-05",NULL
4812,"20251024006162","C","2016-06-02",NULL
4813,"20251024006164","B","2007-11-13",NULL
4814,"20251024006165","C","2024-12-04",NULL
4815,"20251024006166","B","1959-09-17",NULL
4816,"20251024006169","C","2017-01-21",NULL
4817,"20251024006170","B","2013-06-11",NULL
4818,"20251024006171","L","2009-06-22",NULL
4819,"20251024006172","F","1992-09-06",NULL
4820,"20251024006175","C","2017-11-06",NULL
4821,"20251024006176","F","2000-07-05",NULL
4822,"20251024006177","B","2015-11-28",NULL
4823,"20251024006178","B","2004-09-27",NULL
4824,"20251024006179","C","1983-04-13",NULL
4825,"20251024006180","B","2006-09-05",NULL
4826,"20251024006182","F","1983-10-06",NULL
4827,"20251024006183","B","2022-07-08",NULL
4828,"20251024006184","N","2017-12-01",NULL
4829,"20251024006185","B","2016-04-25","2020-10-31"
4830,"20251024006185","C","2020-11-01",NULL
4831,"20251024006186","B","1978-04-08",NULL
4832,"20251024006187","F","2011-05-27",NULL
4833,"20251024006188","C","1974-10-28",NULL
4834,"20251024006189","B","2008-11-15",NULL
4835,"20251024006192","C","2016-11-19",NULL
4836,"20251024006195","C","1997-02-11",NULL
4837,"20251024006196","B","1997-07-27","2001-07-06"
4838,"20251024006197","B","2021-06-25",NULL
4839,"20251024006198","B","1985-09-10",NULL
4840,"20251024006199","L","1988-12-06",NULL
4841,"20251024006200","B","1998-03-23",NULL
4842,"20251024006201","F","2020-11-06",NULL
4843,"20251024006202","B","2005-05-29",NULL
4844,"20251024006203","C","2017-02-22",NULL
4845,"20251024006207","C","1972-12-20",NULL
4846,"20251024006208","B","2024-10-13",NULL
4847,"20251024006209","B","2014-07-29",NULL
4848,"20251024006210","B","2009-08-10","2014-04-16"
4849,"20251024006210","C","2014-04-17",NULL
4850,"20251024006211","B","1990-04-29",NULL
4851,"20251024006213","B","2006-09-11",NULL
4852,"20251024006214","C","2021-11-17",NULL
4853,"20251024006216","N","1969-06-25",NULL
4854,"20251024006218","C","1992-07-31",NULL
4855,"20251024006219","B","2024-04-18",NULL
4856,"20251024006221","L","2017-08-27",NULL
4857,"20251024006222","B","2021-10-27",NULL
4858,"20251024006223","C","1976-12-14",NULL
4859,"20251024006224","C","2023-06-06",NULL
4860,"20251024006225","B","2018-08-07",NULL
4861,"20251024006226","B","2022-08-10",NULL
4862,"20251024006228","F","2012-02-19",NULL
4863,"20251024006229","B","1979-11-18",NULL
4864,"20251024006230","B","2019-07-08",NULL
4865,"20251024006232","G","2015-07-06",NULL
4866,"20251024006233","C","2020-03-03",NULL
4867,"20251024006234","C","2019-09-20",NULL
4868,"20251024006236","C","2013-09-26",NULL
4869,"20251024006238","F","2010-01-25",NULL
4870,"20251024006239","C","2004-03-23",NULL
4871,"20251024006241","C","1972-10-28",NULL
4872,"20251024006242","B","2022-02-24",NULL
4873,"20251024006243","C","2007-04-18",NULL
4874,"20251024006244","B","1993-07-13",NULL
4875,"20251024006245","B","2024-07-21",NULL
4876,"20251024006246","C","1999-06-28",NULL
4877,"20251024006247","L","2019-09-21",NULL
4878,"20251024006249","G","2021-11-15",NULL
4879,"20251024006250","C","1984-03-25",NULL
4880,"20251024006253","B","2007-06-24",NULL
4881,"20251024006254","B","1963-11-23",NULL
4882,"20251024006255","F","2024-07-20",NULL
4883,"20251024006256","B","1990-07-22",NULL
4884,"20251024006257","L","2018-02-08",NULL
4885,"20251024006259","L","2010-02-23",NULL
4886,"20251024006260","B","2023-09-16",NULL
4887,"20251024006263","C","1974-09-28",NULL
4888,"20251024006264","C","2017-07-17",NULL
4889,"20251024006265","B","1991-04-28",NULL
4890,"20251024006266","B","2021-04-08",NULL
4891,"20251024006267","C","1981-08-22",NULL
4892,"20251024006268","B","2008-05-21","2013-02-24"
4893,"20251024006270","S","2019-04-16",NULL
4894,"20251024006272","L","2013-05-09",NULL
4895,"20251024006273","B","1981-07-14",NULL
4896,"20251024006274","C","1989-10-25",NULL
4897,"20251024006275","B","2021-01-04",NULL
4898,"20251024006276","B","2020-01-30",NULL
4899,"20251024006277","C","2023-11-09",NULL
4900,"20251024006279","B","2024-12-09",NULL
4901,"20251024006280","C","2019-02-27",NULL
4902,"20251024006281","B","2017-01-30",NULL
4903,"20251024006283","C","1979-01-30",NULL
4904,"20251024006284","C","1954-10-15",NULL
4905,"20251024006286","B","2016-02-19",NULL
4906,"20251024006287","B","2018-12-05",NULL
4907,"20251024006288","C","1974-08-11",NULL
4908,"20251024006289","G","2006-10-05",NULL
4909,"20251024006290","B","2007-12-18",NULL
4910,"20251024006291","G","2017-05-15",NULL
4911,"20251024006292","S","2010-03-14",NULL
4912,"20251024006293","L","2024-12-27",NULL
4913,"20251024006294","L","1996-12-20",NULL
4914,"20251024006295","B","2014-11-23",NULL
4915,"20251024006296","L","2002-11-24",NULL
4916,"20251024006298","B","1960-01-26",NULL
4917,"20251024006299","B","2012-07-09",NULL
4918,"20251024006301","C","2006-05-18",NULL
4919,"20251024006303","G","2000-03-20",NULL
4920,"20251024006304","C","1966-06-21",NULL
4921,"20251024006305","G","2007-08-09",NULL
4922,"20251024006306","B","2023-08-22",NULL
4923,"20251024006308","B","2018-03-30",NULL
4924,"20251024006309","B","2010-11-18",NULL
4925,"20251024006310","C","2017-08-23",NULL
4926,"20251024006311","B","2018-03-01",NULL
4927,"20251024006312","C","1963-12-10",NULL
4928,"20251024006313","L","2005-01-03",NULL
4929,"20251024006314","C","2006-07-12",NULL
4930,"20251024006315","C","1952-01-06",NULL
4931,"20251024006316","B","1976-08-05",NULL
4932,"20251024006317","C","1978-11-29",NULL
4933,"20251024006318","B","2024-10-13",NULL
4934,"20251024006320","B","2011-12-20",NULL
4935,"20251024006321","B","1996-03-11",NULL
4936,"20251024006322","B","2024-07-07",NULL
4937,"20251024006324","C","1996-07-10",NULL
4938,"20251024006326","B","2012-12-06",NULL
4939,"20251024006327","C","1963-06-05",NULL
4940,"20251024006331","G","1961-05-04",NULL
4941,"20251024006332","C","2018-05-05",NULL
4942,"20251024006333","C","1999-01-11",NULL
4943,"20251024006334","C","2016-06-06",NULL
4944,"20251024006335","C","2001-01-06",NULL
4945,"20251024006336","L","2014-10-20",NULL
4946,"20251024006337","L","1999-07-18",NULL
4947,"20251024006338","S","2005-06-19","2009-02-28"
4948,"20251024006338","C","2009-03-01",NULL
4949,"20251024006339","C","1994-06-12",NULL
4950,"20251024006340","G","1995-05-16",NULL
4951,"20251024006341","C","2015-11-03",NULL
4952,"20251024006342","C","2017-05-06",NULL
4953,"20251024006343","G","2010-03-30",NULL
4954,"20251024006344","C","2010-10-30",NULL
4955,"20251024006345","C","1985-04-12",NULL
4956,"20251024006346","C","2018-09-30",NULL
4957,"20251024006347","S","2016-05-09",NULL
4958,"20251024006349","C","2006-03-05",NULL
4959,"20251024006350","B","2017-02-13",NULL
4960,"20251024006351","G","2007-01-22",NULL
4961,"20251024006353","C","2002-01-14",NULL
4962,"20251024006354","B","2013-09-05",NULL
4963,"20251024006355","F","2011-04-18","2013-04-07"
4964,"20251024006357","B","2024-01-08",NULL
4965,"20251024006358","C","1997-05-22",NULL
4966,"20251024006359","G","2011-10-10","2012-10-04"
4967,"20251024006361","L","2001-12-27",NULL
4968,"20251024006364","B","2019-09-25",NULL
4969,"20251024006365","B","1998-06-04",NULL
4970,"20251024006366","B","2016-03-04",NULL
4971,"20251024006367","C","2002-06-17",NULL
4972,"20251024006368","C","2018-11-07",NULL
4973,"20251024006370","C","2019-07-29",NULL
4974,"20251024006372","B","2018-06-21",NULL
4975,"20251024006373","C","2018-09-18",NULL
4976,"20251024006375","C","2024-09-23",NULL
4977,"20251024006378","B","1983-07-30",NULL
4978,"20251024006379","B","1991-06-10",NULL
4979,"20251024006381","N","2017-07-25",NULL
4980,"20251024006382","N","2004-07-12",NULL
4981,"20251024006383","F","2009-04-14",NULL
4982,"20251024006384","B","2009-07-28",NULL
4983,"20251024006385","B","2024-03-07",NULL
4984,"20251024006388","B","2021-05-09",NULL
4985,"20251024006389","B","2010-02-08",NULL
4986,"20251024006391","B","2021-06-25",NULL
4987,"20251024006392","G","1973-09-10",NULL
4988,"20251024006393","G","2016-01-25",NULL
4989,"20251024006394","S","2015-04-13",NULL
4990,"20251024006395","B","2016-03-02",NULL
4991,"20251024006396","C","2017-03-15",NULL
4992,"20251024006397","G","2016-12-10",NULL
4993,"20251024006398","G","2020-11-19",NULL
4994,"20251024006399","C","2002-07-20",NULL
4995,"20251024006400","C","2016-08-11",NULL
4996,"20251024006402","L","2007-11-22",NULL
4997,"20251024006404","G","2022-02-09","2023-02-04"
4998,"20251024006405","C","1993-08-29",NULL
4999,"20251024006407","B","1998-10-20",NULL
5000,"20251024006409","C","1975-09-26",NULL
5001,"20251024006410","C","2019-10-26",NULL
5002,"20251024006412","F","2024-11-02",NULL
5003,"20251024006413","B","1953-09-16",NULL
5004,"20251024006414","B","1994-05-27",NULL
5005,"20251024006415","C","2019-09-12",NULL
5006,"20251024006416","B","1982-05-15",NULL
5007,"20251024006417","B","2017-05-17",NULL
5008,"20251024006418","B","1990-08-25",NULL
5009,"20251024006420","C","1970-04-14",NULL
5010,"20251024006421","C","1998-04-14",NULL
5011,"20251024006422","G","2005-02-11",NULL
5012,"20251024006423","B","2023-08-31",NULL
5013,"20251024006424","B","1988-12-29","1992-12-08"
5014,"20251024006426","B","2021-06-08",NULL
5015,"20251024006427","S","1993-11-09","1996-06-26"
5016,"20251024006428","B","1992-01-22",NULL
5017,"20251024006429","B","2019-11-01",NULL
5018,"20251024006430","C","1966-09-17",NULL
5019,"20251024006431","B","1988-01-23",NULL
5020,"20251024006432","G","1952-03-23",NULL
5021,"20251024006433","G","1950-12-16",NULL
5022,"20251024006437","C","2023-03-28",NULL
5023,"20251024006438","B","1997-06-26",NULL
5024,"20251024006439","B","1952-03-10",NULL
5025,"20251024006440","B","2022-02-02",NULL
5026,"20251024006441","S","1998-02-08",NULL
5027,"20251024006442","B","2001-12-14",NULL
5028,"20251024006443","C","2017-05-05",NULL
5029,"20251024006444","B","2019-02-26",NULL
5030,"20251024006445","B","1999-01-18",NULL
5031,"20251024006447","C","2006-07-24",NULL
5032,"20251024006448","C","2020-05-23",NULL
5033,"20251024006449","C","2017-07-20",NULL
5034,"20251024006450","B","1967-04-09",NULL
5035,"20251024006451","C","1999-07-21",NULL
5036,"20251024006452","B","1975-12-14",NULL
5037,"20251024006453","C","2020-02-21",NULL
5038,"20251024006454","B","1972-07-04","1976-11-10"
5039,"20251024006454","C","1976-11-11",NULL
5040,"20251024006455","C","2011-04-17",NULL
5041,"20251024006456","L","2019-01-05",NULL
5042,"20251024006457","C","2008-05-28",NULL
5043,"20251024006458","B","2021-03-12",NULL
5044,"20251024006459","B","2015-06-14",NULL
5045,"20251024006460","C","2012-12-14",NULL
5046,"20251024006461","C","1979-01-03",NULL
5047,"20251024006463","G","1986-12-18",NULL
5048,"20251024006465","B","2021-04-18",NULL
5049,"20251024006466","G","2018-09-26",NULL
